1106.39, 23422.7, 25581.1, 24987.4, 2754.9, 1489.16, 28879.9, 1437.34, 3832.91, 993.362, 375.011, 608.77, 527.877, 395.246, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2364.15, 2524.15, 2682.67, 2554.74, 1930.55, 1589.57, 1945.46, 1775.58, 1731.11, 729.384, 818.21, 1099.51, 1077.29, 801.02, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
2346.04, 2112.35, 2051.88, 1811.48, 1558.17, 1056.7, 1147.08, 1254.88, 1156.2, 465.591, 538.96, 672.492, 652.497, 535.825, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1316.26, 1789.36, 1707.9, 1532.73, 1360.73, 771.192, 893.268, 981.292, 922.871, 333.549, 371.546, 424.589, 432.507, 370.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
171.758, 201.674, 233.861, 257.717, 251.803, 212.516, 200.662, 154.912, 161.252, 180.967, 258.066, 281.413, 295.732, 275.755, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
171.276, 262.57, 291.333, 274.829, 245.396, 209.285, 176.053, 141.9, 131.224, 184.719, 201.117, 210.308, 210.257, 234.464, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
249.315, 450.237, 413.711, 343.593, 296.869, 222.579, 179.222, 166.231, 137.979, 152.755, 178.049, 180.598, 166.578, 192.912, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1378.01, 818.667, 568.2, 486.348, 577.37, 304.102, 224.539, 341.068, 244.339, 169.36, 232.335, 295.414, 153.093, 151.042, 0, 0, 0, 0, 0, 0, 0, 0.402625, 25.0924, 22.8554, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1559.23, 1004.26, 649.02, 548.577, 648.765, 318.475, 245.367, 455.782, 290.941, 160.285, 302.346, 379.579, 124.796, 151.175, 0, 0, 0, 4.18074, 13.3076, 15.514, 20.7375, 28.2727, 39.4805, 40.0529, 26.6367, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1524.29, 927.765, 655.118, 498.672, 400.59, 288.588, 219.824, 186.099, 169.019, 125.98, 119.22, 121.502, 114.695, 146.138, 0, 0, 9.71538, 18.545, 29.7142, 29.4877, 24.3923, 47.2025, 231.632, 118.369, 33.8253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
483.616, 683.88, 592.411, 495.568, 392.557, 310.151, 233.733, 174.802, 154.218, 130.911, 97.5464, 101.078, 90.3614, 95.8886, 0, 0, 11.0358, 30.274, 203.592, 153.196, 31.2089, 56.1781, 324.263, 141.189, 42.1026, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
395.389, 599.819, 593.185, 519.775, 414.71, 332.861, 251.009, 209.015, 165.229, 126.826, 104.95, 94.2626, 96.6318, 113.438, 0, 0, 10.4609, 30.6804, 230.973, 171.25, 29.3635, 26.7454, 50.6982, 39.5373, 38.221, 0, 0, 0, 2.8464, 2.39563, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
713.631, 831.288, 717.589, 641.044, 644.384, 392.777, 301.83, 319.12, 202.185, 123.729, 184.233, 193.548, 99.0289, 124.939, 0, 0, 8.83794, 14.1141, 28.4951, 26.9276, 16.8661, 18.5656, 28.572, 32.3445, 25.7503, 11.6839, 0, 0, 3.15259, 3.82687, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1627.14, 1140.37, 879.675, 780.437, 889.349, 443.622, 318.963, 572.849, 297.685, 142.677, 331.416, 375.33, 107.349, 103.411, 0, 0, 7.44328, 9.04587, 10.061, 11.4159, 13.0058, 16.5338, 28.187, 28.661, 31.3884, 12.4642, 0, 0, 2.89416, 3.55737, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1746.82, 1284.36, 1017.83, 798.741, 618.129, 395.565, 284.731, 243.961, 175.789, 133.057, 130.801, 118.74, 94.0253, 103.119, 0, 0, 7.65998, 7.53383, 8.57955, 9.08365, 8.75019, 6.72945, 0, 0, 0, 0, 0, 0, 3.13088, 3.80654, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1511.7, 1307.87, 1182.91, 925.462, 606.476, 388.321, 261.276, 187.06, 130.788, 111.599, 96.705, 87.6841, 84.8216, 120.9, 5.24632, 5.32278, 7.65125, 6.70655, 7.61332, 10.9788, 6.13235, 4.10989, 0, 0, 0, 0, 0, 0, 3.12463, 3.86953, 3.31527, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
773.507, 1458.09, 1475.25, 1176.41, 508.17, 329.148, 270.224, 163.752, 131.705, 132.596, 93.6206, 107.575, 94.0013, 92.4045, 4.62739, 4.39649, 0.511872, 0.450433, 0.249927, 0.137751, 6.37188, 3.00764, 0, 0, 0, 0, 0, 0, 0, 3.60692, 4.32245, 0, 0, 58.5333, 41.1689, 38.1759, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
